iter	CrossEntropy
410	0.3646376757
411	0.3646255981
412	0.3645555801
413	0.3644970612
414	0.3642884394
415	0.3641841612
416	0.3640613077
417	0.3640103518
418	0.3638434348
419	0.3637554629
420	0.3637001474
421	0.3636199439
422	0.3635729517
423	0.3635425762
424	0.3632965508
425	0.363157692
426	0.3630694087
427	0.3630156251
428	0.3629582785
429	0.3628538977
430	0.3627973658
431	0.3627467879
432	0.3626815268
433	0.3626168441
434	0.3625567871
435	0.3624978612
436	0.3624589938
437	0.3622989059
438	0.3622398546
439	0.3621871463
440	0.3621064686
441	0.3620383216
442	0.3617384226
443	0.3617108849
444	0.3616541587
445	0.3616102599
446	0.3615039827
447	0.3614467963
448	0.3613797958
449	0.3613511522
450	0.3613198801
451	0.3612588068
452	0.3612277751
453	0.3611657921
454	0.3611011583
455	0.3610342446
456	0.3609567846
457	0.3608876373
458	0.3608294216
459	0.3607549918
460	0.3607012127
461	0.3606525201
462	0.3605631685
463	0.3604887738
464	0.3603447602
465	0.360297201
466	0.3601598328
467	0.3601388834
468	0.3601388078
469	0.3600810932
470	0.3599936487
471	0.3599013601
472	0.3598239024
473	0.3597619159
474	0.3597089033
475	0.3596864398
476	0.3596693294
477	0.3596189983
478	0.3595760074
479	0.3594943901
480	0.3594381181
481	0.3593830393
482	0.3593263719
483	0.3592350064
484	0.3591899168
485	0.35910611
486	0.3590524308
487	0.3590305974
488	0.3589778586
489	0.3588782686
490	0.358765296
491	0.3586969161
492	0.3586616034
493	0.3586589293
494	0.3586551282
495	0.3585684639
496	0.3584606602
497	0.3584259312
498	0.3583449883
499	0.3582780614
500	0.3578551202
501	0.3577470835
502	0.3576722473
503	0.3576171375
504	0.3575676952
505	0.3575279032
506	0.3575052216
507	0.3574208277
508	0.3573662532
509	0.357248598
510	0.3572033945
511	0.356624414
512	0.3565598662
513	0.3564952082
514	0.3563976552
515	0.3562913131
516	0.356219947
517	0.3561306967
518	0.3561153349
519	0.3560043231
520	0.355937951
521	0.3558995789
522	0.3557769659
523	0.3557005825
524	0.3556417514
525	0.3555591689
526	0.3554849449
527	0.3554119329
528	0.3553680865
529	0.3553032504
530	0.3552255821
531	0.3551755923
532	0.3551401074
533	0.3550818044
534	0.3550373707
535	0.3549906472
536	0.3549786378
537	0.3549114427
538	0.3548505384
539	0.3548494874
540	0.3547978787
541	0.3547552065
542	0.3546656928
543	0.3544688437
544	0.3544276992
545	0.3542882635
546	0.3542629113
547	0.3542144369
548	0.3541371213
549	0.3541227432
550	0.3538739198
551	0.3538165663
552	0.3537539075
553	0.3537079502
554	0.3535812209
555	0.3535394565
556	0.3534670056
557	0.3533449985
558	0.3533191611
559	0.3532817102
560	0.3532479865
561	0.3532479864
562	0.3531858147
563	0.3531408074
564	0.353075694
565	0.3530328832
566	0.3529850816
567	0.3529665236
568	0.3528412692
569	0.3527530315
570	0.3527281407
571	0.3526920851
572	0.3526417912
573	0.3525517536
574	0.3524932528
575	0.3524423558
576	0.3523960502
577	0.3523561161
578	0.3522635005
579	0.3521917539
580	0.3521452772
581	0.3520771692
582	0.3520060143
583	0.3519562681
584	0.3518780337
585	0.3518769359
586	0.3518754414
587	0.3517758049
588	0.3517310908
589	0.3516495648
590	0.3514335019
591	0.3513064014
592	0.3512847693
593	0.3511780765
594	0.3511337165
595	0.3510466616
596	0.3509496211
597	0.3508683491
598	0.3507998023
599	0.3507131688
600	0.3506450902
601	0.3506226026
602	0.3505218007
603	0.3504675248
604	0.3504247726
605	0.3503723538
606	0.3502507894
607	0.3502016765
608	0.3501626973
609	0.3501031207
610	0.35003202
611	0.3499842112
612	0.3499288355
613	0.3498940706
614	0.3498355237
615	0.3497835101
616	0.3497392247
617	0.3497001757
618	0.3496774698
619	0.3496301593
620	0.3496137381
621	0.3495676759
622	0.3495163695
623	0.3494389165
624	0.3493884758
625	0.3493871795
626	0.3493367478
627	0.349300863
628	0.3492479538
629	0.3491983898
630	0.349123082
631	0.3490445178
632	0.3490162891
633	0.3489915565
634	0.3489512984
635	0.3489462605
636	0.3488073322
637	0.3487727805
638	0.3487209943
639	0.3486479146
640	0.3485540459
641	0.3485224001
642	0.3484599172
643	0.3484435979
644	0.3483883534
645	0.3483204413
646	0.3482451712
647	0.3481770035
648	0.3481492396
649	0.3480966281
650	0.3480152019
651	0.3479890943
652	0.3479725452
653	0.3479154866
654	0.3478873151
655	0.3478584172
656	0.3478005115
657	0.3476836612
658	0.3475590296
659	0.3475479608
660	0.3474974777
661	0.3474118773
662	0.3473484639
663	0.347321489
664	0.3473207028
665	0.3472645248
666	0.3472538554
667	0.3472206852
668	0.3471459441
669	0.3471053885
670	0.3470591099
671	0.3470590281
672	0.3470378045
673	0.3469815387
674	0.3469269456
675	0.3469204392
676	0.346873072
677	0.3468128741
678	0.3467883398
679	0.3467604481
680	0.3466923933
681	0.3466371882
682	0.3465106761
683	0.3464718599
684	0.3464369267
685	0.3463699201
686	0.3462549486
687	0.3461945088
688	0.3461185987
689	0.3460559308
690	0.3460380683
691	0.3459657589
692	0.3459267393
693	0.3459266633
694	0.3458826765
695	0.3458408976
696	0.345759473
697	0.3457323051
698	0.3456753062
699	0.3456186487
700	0.3455189764
701	0.3454916364
702	0.3454524701
703	0.3454268506
704	0.3453697764
705	0.3453217694
706	0.3452742397
707	0.3452054689
708	0.3451552385
709	0.3450985153
710	0.3450801938
711	0.3450792069
712	0.3450252987
713	0.3449232707
714	0.3448267799
715	0.3447455881
716	0.3446896611
717	0.344602296
718	0.3445769734
719	0.344574889
720	0.3445552593
721	0.3445550491
722	0.3445379534
723	0.3444891765
724	0.3443258381
725	0.344256855
726	0.3442232419
727	0.3441734549
728	0.3441123241
729	0.3440445847
730	0.3440266483
731	0.3439674779
732	0.3439271907
733	0.3439256436
734	0.3438809251
735	0.3438326754
736	0.3437946696
737	0.3437588256
738	0.3437155053
739	0.3436435738
740	0.3435851394
741	0.3435836914
742	0.3435311029
743	0.3434783328
744	0.3431238505
745	0.3430809797
746	0.3430083136
747	0.342994213
748	0.3429191363
749	0.3426775487
750	0.3426117685
751	0.3425779678
752	0.3425272201
753	0.342467569
754	0.3423629932
755	0.3422949161
756	0.3422949452
757	0.3422726343
758	0.342213806
759	0.3421235879
760	0.3421084714
761	0.3419224325
762	0.3418708123
763	0.3418154271
764	0.3417977124
765	0.3417387455
766	0.3416906297
767	0.3416906062
768	0.3416879906
769	0.3416308417
770	0.3415840615
771	0.3415204833
772	0.3414608492
773	0.3414129504
774	0.3413723643
775	0.3411444795
776	0.3411432067
777	0.3410860129
778	0.3410846408
779	0.3410189449
780	0.3410104321
781	0.3408301043
782	0.3407804925
783	0.3407795465
784	0.3407363714
785	0.340663015
786	0.3404564943
787	0.3404017839
788	0.3402008849
789	0.340135202
790	0.3400031118
791	0.3399402409
792	0.3399262053
793	0.339870161
794	0.3398295356
795	0.3397759825
796	0.3397290926
797	0.3396724649
798	0.3396422302
799	0.3396340793
800	0.3395840732
801	0.3395501581
802	0.3394772013
803	0.3394283622
804	0.3393425495
805	0.3392901297
806	0.339231874
807	0.3391558489
808	0.3390996119
809	0.3390468154
810	0.3389825363
811	0.3389354688
812	0.3389033549
813	0.3388573299
814	0.3387716469
815	0.3387117743
816	0.338657822
817	0.3386151008
818	0.3385834598
819	0.3385396173
820	0.3384961131
821	0.338435111
822	0.3383956847
823	0.3383822217
824	0.3383630517
825	0.3383218673
826	0.3383018242
827	0.3382640944
828	0.3382633996
829	0.3382418858
830	0.3381878852
831	0.3381250546
832	0.3380710062
833	0.3380205439
834	0.3379741491
835	0.3379300921
836	0.3378891385
837	0.3378811103
838	0.3378100651
839	0.337746009
840	0.3376843548
841	0.3376585719
842	0.3376010335
843	0.3375627163
844	0.3375467581
845	0.3374838518
846	0.3374149618
847	0.3373593074
848	0.3373103827
849	0.337308777
850	0.337296708
851	0.3372723309
852	0.3371986585
853	0.3371786143
854	0.3371785618
855	0.3371131371
856	0.3367850851
857	0.336752542
858	0.3367252052
859	0.3366515179
860	0.3364192548
861	0.3363870462
862	0.3363318833
863	0.3362614107
864	0.3360117994
865	0.3359748571
866	0.3359269192
867	0.3358961492
868	0.3358531406
869	0.3358075165
870	0.3357570095
871	0.3357126813
872	0.3356647758
873	0.3355949635
874	0.3355459488
875	0.3355325023
876	0.3354871245
877	0.335445704
878	0.3354018384
879	0.3353340186
880	0.3352963762
881	0.3352183888
882	0.3351814121
883	0.3351222132
884	0.3350681122
885	0.3349673197
886	0.3349344526
887	0.3348886394
888	0.3348517855
889	0.3348061846
890	0.3347615852
891	0.3347602774
892	0.3347110921
893	0.334683087
894	0.3346154968
895	0.3345735936
896	0.334518124
897	0.3344543722
898	0.3344019626
899	0.3343371523
900	0.3343185582
901	0.3343137902
902	0.3342815225
903	0.334236875
904	0.334223025
905	0.334164778
906	0.3341183735
907	0.3340919697
908	0.3340452386
909	0.3339969109
910	0.3339517248
911	0.3339058217
912	0.3338473947
913	0.3338196231
914	0.3337810663
915	0.333741635
916	0.3336876619
917	0.3336376821
918	0.3336183983
919	0.3336093484
920	0.3335610416
921	0.3335209726
922	0.333493543
923	0.3334439955
924	0.3334076201
925	0.3333621016
926	0.3333249852
927	0.333223419
928	0.33319125
929	0.3331830165
930	0.3331210428
931	0.3330894695
932	0.3330559003
933	0.33303846
934	0.3330384191
935	0.3330236179
936	0.3330150351
937	0.3327384658
938	0.3325529449
939	0.332479072
940	0.3324462816
941	0.3323905871
942	0.3323414788
943	0.3322948448
944	0.3322414022
945	0.3322356746
946	0.3322291353
947	0.3321915282
948	0.3321363081
949	0.3321126146
950	0.3321082527
951	0.3320967332
952	0.332065492
953	0.3320174408
954	0.3320166818
955	0.3319776265
956	0.3319199829
957	0.3318622322
958	0.3317614834
959	0.3317254753
960	0.331670107
961	0.3316204546
962	0.3315817738
963	0.3315373433
964	0.3315114327
965	0.3314632235
966	0.3313089345
967	0.3312765509
968	0.3311437789
969	0.331097364
970	0.3310592354
971	0.3310224708
972	0.3309819058
973	0.3309802328
974	0.3309667991
975	0.3309256738
976	0.3308889933
977	0.3308221431
978	0.3307887132
979	0.3307882401
980	0.3307869614
981	0.330744479
982	0.3307189726
983	0.330650791
984	0.3305843355
985	0.3305641509
986	0.3305149689
987	0.3304686218
988	0.3304545967
989	0.330372072
990	0.3302541676
991	0.3301984253
992	0.3301744865
993	0.3301277885
994	0.3300788327
995	0.3300787452
996	0.3300488094
997	0.3299892259
998	0.3299489933
999	0.3299003672
